source,researchProductId,imageUrl,position,type,status,mime,size,localPath
lewpe,cmtumcanq01p9m5etdcrb1ozl,http://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-hero-unlit.png?v=1788300687&width=2048,0,primary,DOWNLOADED,image/png,1855841,research-assets/lewpe/bentwood-pleated-floor-lamp/img-0.png
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-hero-unlit.png?v=1788300687&width=1200,1,gallery,DOWNLOADED,image/png,1728201,research-assets/lewpe/bentwood-pleated-floor-lamp/img-1.png
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-coffee-hero-unlit.png?v=1788300687&width=1200,2,gallery,DOWNLOADED,image/png,1782789,research-assets/lewpe/bentwood-pleated-floor-lamp/img-2.png
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-beige-hero-unlit.png?v=1788369848&width=1200,3,gallery,VALIDATED,image/png,1674792,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-product.png?v=1778793121&width=1000,4,gallery,VALIDATED,image/png,1197619,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-leather-chair.png?v=1778793121&width=1000,5,gallery,VALIDATED,image/png,719960,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-coffee-sectional.jpg?v=1778793121&width=2000,6,gallery,VALIDATED,image/jpeg,370483,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-curved-sofa.jpg?v=1778793121&width=2000,7,gallery,VALIDATED,image/jpeg,430003,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-loft.jpg?v=1778793121&width=2000,8,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-reading-nook.jpg?v=1778793121&width=2000,9,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-beige-fireplace.png?v=1778793121&width=1000,10,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-detail-shade-joint.jpg?v=1788300686&width=1400,11,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-detail-bentwood-grain.jpg?v=1788300685&width=1400,12,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-detail-crescent-base.jpg?v=1788300685&width=1400,13,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-detail-foot-switch.jpg?v=1788300685&width=1400,14,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-hero-unlit.png?v=1788300687&width=168,15,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-coffee-hero-unlit.png?v=1788300687&width=168,16,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-beige-hero-unlit.png?v=1788369848&width=168,17,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-product.png?v=1778793121&width=168,18,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-leather-chair.png?v=1778793121&width=168,19,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-coffee-sectional.jpg?v=1778793121&width=168,20,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-curved-sofa.jpg?v=1778793121&width=168,21,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-loft.jpg?v=1778793121&width=168,22,gallery,REJECTED,,,
lewpe,cmtumcanq01p9m5etdcrb1ozl,https://www.lewpe.com/cdn/shop/files/tomar-bentwood-pleated-floor-lamp-white-reading-nook.jpg?v=1778793121&width=168,23,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,http://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-midnight-blue.jpg?v=1778771098&width=2048,0,primary,DOWNLOADED,image/jpeg,139822,research-assets/lewpe/wood-acoustic-slat-wall-panel/img-0.jpg
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-midnight-blue.jpg?v=1778771098&width=2000,1,gallery,DOWNLOADED,image/jpeg,131385,research-assets/lewpe/wood-acoustic-slat-wall-panel/img-1.jpg
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-matte-black.png?v=1778771098&width=1000,2,gallery,DOWNLOADED,image/png,1019525,research-assets/lewpe/wood-acoustic-slat-wall-panel/img-2.png
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-white-gray-felt.png?v=1778771098&width=1000,3,gallery,VALIDATED,image/png,1006027,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-dusty-gray.png?v=1778771098&width=1000,4,gallery,VALIDATED,image/png,1047760,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-white-white-felt.png?v=1778771098&width=1000,5,gallery,VALIDATED,image/png,997607,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-1.png?v=1778771098&width=1200,6,gallery,VALIDATED,image/png,1624638,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-2.png?v=1778771098&width=1200,7,gallery,VALIDATED,image/png,1649892,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-3.png?v=1778771098&width=1200,8,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-4.png?v=1778771098&width=1200,9,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-5.png?v=1778771098&width=1200,10,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-6.png?v=1778771098&width=1200,11,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-7.png?v=1778771098&width=1200,12,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-8.png?v=1778771098&width=1200,13,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-9.png?v=1778771098&width=1200,14,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-10.png?v=1778771098&width=1200,15,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-midnight-blue.jpg?v=1778771098&width=168,16,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-matte-black.png?v=1778771098&width=168,17,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-white-gray-felt.png?v=1778771098&width=168,18,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-dusty-gray.png?v=1778771098&width=168,19,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-white-white-felt.png?v=1778771098&width=168,20,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-1.png?v=1778771098&width=168,21,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-2.png?v=1778771098&width=168,22,gallery,REJECTED,,,
lewpe,cmtumb0cp010dm5et21x34v1o,https://www.lewpe.com/cdn/shop/files/maresia-acoustic-slat-wall-panel-lifestyle-3.png?v=1778771098&width=168,23,gallery,REJECTED,,,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,http://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-black.jpg?v=1779128644&width=2048,0,primary,DOWNLOADED,image/jpeg,208716,research-assets/lewpe/retractable-arm-clip-lamp/img-0.jpg
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-black.jpg?v=1779128644&width=2000,1,gallery,DOWNLOADED,image/jpeg,192562,research-assets/lewpe/retractable-arm-clip-lamp/img-1.jpg
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-black-library.jpg?v=1779128644&width=2000,2,gallery,DOWNLOADED,image/jpeg,494160,research-assets/lewpe/retractable-arm-clip-lamp/img-2.jpg
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-white.jpg?v=1779128644&width=2000,3,gallery,VALIDATED,image/jpeg,383788,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-red.jpg?v=1779128644&width=800,4,gallery,VALIDATED,image/jpeg,31275,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-yellow.jpg?v=1779128644&width=800,5,gallery,VALIDATED,image/jpeg,22682,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-silver.jpg?v=1779128644&width=800,6,gallery,VALIDATED,image/jpeg,39582,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-lifestyle-1.jpg?v=1779128644&width=800,7,gallery,VALIDATED,image/jpeg,23885,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-lifestyle-2.jpg?v=1779128644&width=800,8,gallery,REJECTED,,,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-black.jpg?v=1779128644&width=168,9,gallery,REJECTED,,,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-black-library.jpg?v=1779128644&width=168,10,gallery,REJECTED,,,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-white.jpg?v=1779128644&width=168,11,gallery,REJECTED,,,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-red.jpg?v=1779128644&width=168,12,gallery,REJECTED,,,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-yellow.jpg?v=1779128644&width=168,13,gallery,REJECTED,,,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-silver.jpg?v=1779128644&width=168,14,gallery,REJECTED,,,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-lifestyle-1.jpg?v=1779128644&width=168,15,gallery,REJECTED,,,
lewpe,cmtumc3ez01kwm5et6r6z6e1a,https://www.lewpe.com/cdn/shop/files/braga-retractable-arm-table-lamp-lifestyle-2.jpg?v=1779128644&width=168,16,gallery,REJECTED,,,
ferm-living,cmtum7ooz00s9m5etynrvo7s9,https://fermliving.com/cdn/shop/files/202331_1104271933_1.png?v=1762177808,0,primary,DOWNLOADED,image/png,202379,research-assets/ferm-living/stoneware-teapot/img-0.png
ferm-living,cmtum7ooz00s9m5etynrvo7s9,https://fermliving.com/cdn/shop/files/202331_1104271933_1_x1200.png?v=1762177808,1,gallery,DOWNLOADED,image/png,105872,research-assets/ferm-living/stoneware-teapot/img-1.png
lewpe,cmtumb70g012tm5et06ahyq5i,http://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-walnut.jpg?v=1778775781&width=2048,0,primary,DOWNLOADED,image/jpeg,170232,research-assets/lewpe/walnut-wood-wall-panel/img-0.jpg
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-walnut.jpg?v=1778775781&width=2000,1,gallery,DOWNLOADED,image/jpeg,157178,research-assets/lewpe/walnut-wood-wall-panel/img-1.jpg
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-cherry.png?v=1778775781&width=1000,2,gallery,DOWNLOADED,image/png,1086915,research-assets/lewpe/walnut-wood-wall-panel/img-2.png
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-1.png?v=1778775781&width=1400,3,gallery,VALIDATED,image/png,2426150,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-2.png?v=1778775781&width=1400,4,gallery,VALIDATED,image/png,2317730,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-3.png?v=1778775781&width=1400,5,gallery,VALIDATED,image/png,2474885,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-4.png?v=1778775782&width=1400,6,gallery,VALIDATED,image/png,2346858,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-5.png?v=1778775782&width=1400,7,gallery,VALIDATED,image/png,2052123,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-6.png?v=1778775782&width=1400,8,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-7.png?v=1778775782&width=1400,9,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-walnut.jpg?v=1778775781&width=168,10,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-cherry.png?v=1778775781&width=168,11,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-1.png?v=1778775781&width=168,12,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-2.png?v=1778775781&width=168,13,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-3.png?v=1778775781&width=168,14,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-4.png?v=1778775782&width=168,15,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-5.png?v=1778775782&width=168,16,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-6.png?v=1778775782&width=168,17,gallery,REJECTED,,,
lewpe,cmtumb70g012tm5et06ahyq5i,https://www.lewpe.com/cdn/shop/files/ancora-plank-wood-wall-panel-lifestyle-7.png?v=1778775782&width=168,18,gallery,REJECTED,,,
ferm-living,cmtum867c00wtm5etyq67kbuq,https://fermliving.com/cdn/shop/files/344471_1104272037_1.png?v=1762177922,0,primary,DOWNLOADED,image/png,344519,research-assets/ferm-living/red-cotton-home-accessory/img-0.png
ferm-living,cmtum867c00wtm5etyq67kbuq,https://fermliving.com/cdn/shop/files/344471_1104272037_1_x1200.png?v=1762177922,1,gallery,DOWNLOADED,image/png,189850,research-assets/ferm-living/red-cotton-home-accessory/img-1.png
ferm-living,cmtum88iw00xbm5etpkafwqco,https://fermliving.com/cdn/shop/files/604179_1104272070_1.png?v=1762178031,0,primary,DOWNLOADED,image/png,604227,research-assets/ferm-living/black-cotton-cushion-cover/img-0.png
ferm-living,cmtum88iw00xbm5etpkafwqco,https://fermliving.com/cdn/shop/files/604179_1104272070_1_x1200.png?v=1762178031,1,gallery,DOWNLOADED,image/png,259936,research-assets/ferm-living/black-cotton-cushion-cover/img-1.png
ferm-living,cmtum87c800x2m5etzs4dgixt,https://fermliving.com/cdn/shop/files/344471_1104272027_1.png?v=1762177912,0,primary,DOWNLOADED,image/png,344519,research-assets/ferm-living/red-cotton-home-accessory-8/img-0.png
ferm-living,cmtum87c800x2m5etzs4dgixt,https://fermliving.com/cdn/shop/files/344471_1104272027_1_x1200.png?v=1762177912,1,gallery,DOWNLOADED,image/png,189850,research-assets/ferm-living/red-cotton-home-accessory-8/img-1.png
lewpe,cmtumb50s0120m5et76gcv7fx,http://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-black.jpg?v=1778773957&width=2048,0,primary,DOWNLOADED,image/jpeg,153817,research-assets/lewpe/wood-wall-panel/img-0.jpg
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-black.jpg?v=1778773957&width=2000,1,gallery,DOWNLOADED,image/jpeg,142722,research-assets/lewpe/wood-wall-panel/img-1.jpg
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-white.png?v=1778773957&width=1000,2,gallery,DOWNLOADED,image/png,1041704,research-assets/lewpe/wood-wall-panel/img-2.png
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-pink.png?v=1778773957&width=1000,3,gallery,VALIDATED,image/png,1016884,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-teal.png?v=1778773957&width=1000,4,gallery,VALIDATED,image/png,1105767,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-gray.png?v=1778773957&width=1000,5,gallery,VALIDATED,image/png,1084343,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-lifestyle-1.jpg?v=1778773957&width=2000,6,gallery,VALIDATED,image/jpeg,555080,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-lifestyle-2.jpg?v=1778773957&width=2000,7,gallery,VALIDATED,image/jpeg,484127,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-lifestyle-3.jpg?v=1778773957&width=2000,8,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-lifestyle-4.jpg?v=1778773957&width=2000,9,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-black.jpg?v=1778773957&width=168,10,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-white.png?v=1778773957&width=168,11,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-pink.png?v=1778773957&width=168,12,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-teal.png?v=1778773957&width=168,13,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-gray.png?v=1778773957&width=168,14,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-lifestyle-1.jpg?v=1778773957&width=168,15,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-lifestyle-2.jpg?v=1778773957&width=168,16,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-lifestyle-3.jpg?v=1778773957&width=168,17,gallery,REJECTED,,,
lewpe,cmtumb50s0120m5et76gcv7fx,https://www.lewpe.com/cdn/shop/files/onda-faux-leather-wall-panel-lifestyle-4.jpg?v=1778773957&width=168,18,gallery,REJECTED,,,
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-product-1.jpg?v=1778775753&width=1920,0,primary,DOWNLOADED,image/jpeg,218373,research-assets/lewpe/pine-wall-panel/img-0.jpg
lewpe,cmtumb648012jm5etemzk9vwd,http://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-product-1.jpg?v=1778775753&width=2048,1,gallery,DOWNLOADED,image/jpeg,246227,research-assets/lewpe/pine-wall-panel/img-1.jpg
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-product-1.jpg?v=1778775753&width=2000,2,gallery,DOWNLOADED,image/jpeg,232866,research-assets/lewpe/pine-wall-panel/img-2.jpg
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-product-2.jpg?v=1778775753&width=800,3,gallery,VALIDATED,image/jpeg,168785,
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-lifestyle-1.png?v=1778775753&width=1400,4,gallery,VALIDATED,image/png,2306805,
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-lifestyle-2.png?v=1778775753&width=1400,5,gallery,VALIDATED,image/png,2301045,
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-lifestyle-3.png?v=1778775753&width=1400,6,gallery,VALIDATED,image/png,2358035,
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-product-1.jpg?v=1778775753&width=168,7,gallery,VALIDATED,image/jpeg,6542,
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-product-2.jpg?v=1778775753&width=168,8,gallery,REJECTED,,,
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-lifestyle-1.png?v=1778775753&width=168,9,gallery,REJECTED,,,
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-lifestyle-2.png?v=1778775753&width=168,10,gallery,REJECTED,,,
lewpe,cmtumb648012jm5etemzk9vwd,https://www.lewpe.com/cdn/shop/files/farol-pine-wood-wall-panel-lifestyle-3.png?v=1778775753&width=168,11,gallery,REJECTED,,,
lewpe,cmtumbl8x01a9m5etdrwbwioj,http://www.lewpe.com/cdn/shop/files/barcelos-bauhaus-glass-mini-pendant-light-product-1.png?v=1779181873&width=2048,0,primary,DOWNLOADED,image/png,1246385,research-assets/lewpe/glass-mini-pendant-light/img-0.png
lewpe,cmtumbl8x01a9m5etdrwbwioj,https://www.lewpe.com/cdn/shop/files/barcelos-bauhaus-glass-mini-pendant-light-product-1.png?v=1779181873&width=1000,1,gallery,DOWNLOADED,image/png,1195124,research-assets/lewpe/glass-mini-pendant-light/img-1.png
lewpe,cmtumbl8x01a9m5etdrwbwioj,https://www.lewpe.com/cdn/shop/files/barcelos-bauhaus-glass-mini-pendant-light-product-2.png?v=1779181873&width=1000,2,gallery,DOWNLOADED,image/png,1183913,research-assets/lewpe/glass-mini-pendant-light/img-2.png
lewpe,cmtumbl8x01a9m5etdrwbwioj,https://www.lewpe.com/cdn/shop/files/barcelos-bauhaus-glass-mini-pendant-light-lifestyle-3.jpg?v=1779181873&width=2000,3,gallery,VALIDATED,image/jpeg,491569,
lewpe,cmtumbl8x01a9m5etdrwbwioj,https://www.lewpe.com/cdn/shop/files/barcelos-bauhaus-glass-mini-pendant-light-lifestyle-4.jpg?v=1779181910&width=2000,4,gallery,VALIDATED,image/jpeg,402932,
