source,researchProductId,imageUrl,position,type,status,mime,size,localPath
cozy-garden,cmtunc7rj01g9m50h51pbvw83,https://thecozygarden.com/cdn/shop/files/GT4441NA_87244566.jpg?v=1778092129&width=832,11,gallery,REJECTED,,,
cozy-garden,cmtuncbiv01dem53jz6qy7pyd,http://thecozygarden.com/cdn/shop/files/GT3958.png?v=1778092155,0,primary,DOWNLOADED,image/png,208617,research-assets/cozy-garden/green-metal-lean-to-greenhouse/img-0.png
cozy-garden,cmtuncbiv01dem53jz6qy7pyd,https://thecozygarden.com/cdn/shop/files/GT3958.png?v=1778092155&width=3840,1,gallery,DOWNLOADED,image/png,208617,research-assets/cozy-garden/green-metal-lean-to-greenhouse/img-1.png
cozy-garden,cmtuncbiv01dem53jz6qy7pyd,https://thecozygarden.com/cdn/shop/files/GT3958_56739419.png?v=1778092154&width=3840,2,gallery,DOWNLOADED,image/png,460338,research-assets/cozy-garden/green-metal-lean-to-greenhouse/img-2.png
cozy-garden,cmtuncbiv01dem53jz6qy7pyd,https://thecozygarden.com/cdn/shop/files/GT3958_56739420.png?v=1778092155&width=3840,3,gallery,VALIDATED,image/png,547467,
cozy-garden,cmtuncbiv01dem53jz6qy7pyd,https://thecozygarden.com/cdn/shop/files/GT3958.png?v=1778092155&width=832,4,gallery,VALIDATED,image/png,208617,
cozy-garden,cmtuncbiv01dem53jz6qy7pyd,https://thecozygarden.com/cdn/shop/files/GT3958_56739419.png?v=1778092154&width=832,5,gallery,VALIDATED,image/png,460338,
cozy-garden,cmtuncbiv01dem53jz6qy7pyd,https://thecozygarden.com/cdn/shop/files/GT3958_56739420.png?v=1778092155&width=832,6,gallery,VALIDATED,image/png,547467,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946.jpg?v=1778092829&width=1920,0,primary,DOWNLOADED,image/jpeg,214651,research-assets/cozy-garden/rust-steel-garden-piece/img-0.jpg
cozy-garden,cmtuncg0801i3m50h6aotf97a,http://thecozygarden.com/cdn/shop/files/151946.jpg?v=1778092829,1,gallery,DOWNLOADED,image/jpeg,214651,research-assets/cozy-garden/rust-steel-garden-piece/img-1.jpg
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946.jpg?v=1778092829&width=3840,2,gallery,DOWNLOADED,image/jpeg,214651,research-assets/cozy-garden/rust-steel-garden-piece/img-2.jpg
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799190.jpg?v=1778092829&width=3840,3,gallery,VALIDATED,image/jpeg,58556,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799191.jpg?v=1778092830&width=3840,4,gallery,VALIDATED,image/jpeg,37583,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799192.jpg?v=1778092829&width=3840,5,gallery,VALIDATED,image/jpeg,55222,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799193.jpg?v=1778092829&width=3840,6,gallery,VALIDATED,image/jpeg,100675,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799194.jpg?v=1778092829&width=3840,7,gallery,VALIDATED,image/jpeg,92772,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799195.jpg?v=1778092829&width=3840,8,gallery,REJECTED,,,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946.jpg?v=1778092829&width=832,9,gallery,REJECTED,,,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799190.jpg?v=1778092829&width=832,10,gallery,REJECTED,,,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799191.jpg?v=1778092830&width=832,11,gallery,REJECTED,,,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799192.jpg?v=1778092829&width=832,12,gallery,REJECTED,,,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799193.jpg?v=1778092829&width=832,13,gallery,REJECTED,,,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799194.jpg?v=1778092829&width=832,14,gallery,REJECTED,,,
cozy-garden,cmtuncg0801i3m50h6aotf97a,https://thecozygarden.com/cdn/shop/files/151946_86799195.jpg?v=1778092829&width=832,15,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483.jpg?v=1778092835&width=1920,0,primary,DOWNLOADED,image/jpeg,201365,research-assets/cozy-garden/pine-planter/img-0.jpg
cozy-garden,cmtunch1801icm50htwp0idmo,http://thecozygarden.com/cdn/shop/files/837483.jpg?v=1778092835,1,gallery,DOWNLOADED,image/jpeg,201365,research-assets/cozy-garden/pine-planter/img-1.jpg
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483.jpg?v=1778092835&width=3840,2,gallery,DOWNLOADED,image/jpeg,201365,research-assets/cozy-garden/pine-planter/img-2.jpg
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364348.jpg?v=1778092836&width=3840,3,gallery,VALIDATED,image/jpeg,26847,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364349.jpg?v=1778092836&width=3840,4,gallery,VALIDATED,image/jpeg,85894,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364350.jpg?v=1778092835&width=3840,5,gallery,VALIDATED,image/jpeg,36445,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364351.jpg?v=1778092835&width=3840,6,gallery,VALIDATED,image/jpeg,29340,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364352.jpg?v=1778092835&width=3840,7,gallery,VALIDATED,image/jpeg,68093,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364353.jpg?v=1778092835&width=3840,8,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364354.jpg?v=1778092835&width=3840,9,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364355.jpg?v=1778092836&width=3840,10,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364356.jpg?v=1778092835&width=3840,11,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364357.jpg?v=1778092836&width=3840,12,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483.jpg?v=1778092835&width=832,13,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364348.jpg?v=1778092836&width=832,14,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364349.jpg?v=1778092836&width=832,15,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364350.jpg?v=1778092835&width=832,16,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364351.jpg?v=1778092835&width=832,17,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364352.jpg?v=1778092835&width=832,18,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364353.jpg?v=1778092835&width=832,19,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364354.jpg?v=1778092835&width=832,20,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364355.jpg?v=1778092836&width=832,21,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364356.jpg?v=1778092835&width=832,22,gallery,REJECTED,,,
cozy-garden,cmtunch1801icm50htwp0idmo,https://thecozygarden.com/cdn/shop/files/837483_77364357.jpg?v=1778092836&width=832,23,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909.jpg?v=1780468131&width=1920,0,primary,DOWNLOADED,image/jpeg,126921,research-assets/cozy-garden/anthracite-steel-storage/img-0.jpg
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,http://thecozygarden.com/cdn/shop/files/150909.jpg?v=1780468131,1,gallery,DOWNLOADED,image/jpeg,126921,research-assets/cozy-garden/anthracite-steel-storage/img-1.jpg
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909.jpg?v=1780468131&width=3840,2,gallery,DOWNLOADED,image/jpeg,126921,research-assets/cozy-garden/anthracite-steel-storage/img-2.jpg
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204746.jpg?v=1780468131&width=3840,3,gallery,VALIDATED,image/jpeg,43810,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204747.jpg?v=1780468131&width=3840,4,gallery,VALIDATED,image/jpeg,53967,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204748.jpg?v=1780468131&width=3840,5,gallery,VALIDATED,image/jpeg,46472,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204749.jpg?v=1780468131&width=3840,6,gallery,VALIDATED,image/jpeg,34259,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204750.jpg?v=1780468131&width=3840,7,gallery,VALIDATED,image/jpeg,30198,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204751.jpg?v=1780468131&width=3840,8,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204752.jpg?v=1780468131&width=3840,9,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204753.jpg?v=1780468131&width=3840,10,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909.jpg?v=1780468131&width=832,11,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204746.jpg?v=1780468131&width=832,12,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204747.jpg?v=1780468131&width=832,13,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204748.jpg?v=1780468131&width=832,14,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204749.jpg?v=1780468131&width=832,15,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204750.jpg?v=1780468131&width=832,16,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204751.jpg?v=1780468131&width=832,17,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204752.jpg?v=1780468131&width=832,18,gallery,REJECTED,,,
cozy-garden,cmtuncxjf01i6m53j81e8l2o4,https://thecozygarden.com/cdn/shop/files/150909_86204753.jpg?v=1780468131&width=832,19,gallery,REJECTED,,,
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN.jpg?v=1780468156&width=1920,0,primary,DOWNLOADED,image/jpeg,48059,research-assets/cozy-garden/red-rattan-lighting-piece/img-0.jpg
cozy-garden,cmtund25801j7m53jfyyff1v0,http://thecozygarden.com/cdn/shop/files/NP11847BN.jpg?v=1780468156,1,gallery,DOWNLOADED,image/jpeg,48059,research-assets/cozy-garden/red-rattan-lighting-piece/img-1.jpg
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN.jpg?v=1780468156&width=3840,2,gallery,DOWNLOADED,image/jpeg,48059,research-assets/cozy-garden/red-rattan-lighting-piece/img-2.jpg
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN_76438919.jpg?v=1780468156&width=3840,3,gallery,VALIDATED,image/jpeg,97980,
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN_76438920.jpg?v=1780468157&width=3840,4,gallery,VALIDATED,image/jpeg,119217,
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN_76438921.jpg?v=1780468157&width=3840,5,gallery,VALIDATED,image/jpeg,60595,
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN_76438922.jpg?v=1780468157&width=3840,6,gallery,VALIDATED,image/jpeg,94974,
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN.jpg?v=1780468156&width=832,7,gallery,VALIDATED,image/jpeg,48059,
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN_76438919.jpg?v=1780468156&width=832,8,gallery,REJECTED,,,
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN_76438920.jpg?v=1780468157&width=832,9,gallery,REJECTED,,,
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN_76438921.jpg?v=1780468157&width=832,10,gallery,REJECTED,,,
cozy-garden,cmtund25801j7m53jfyyff1v0,https://thecozygarden.com/cdn/shop/files/NP11847BN_76438922.jpg?v=1780468157&width=832,11,gallery,REJECTED,,,
cozy-garden,cmtunddvi01lom53jati5qcwa,https://thecozygarden.com/cdn/shop/files/GWDBHF45136825.jpg?v=1781134105&width=1920,0,primary,DOWNLOADED,image/jpeg,75664,research-assets/cozy-garden/green-jute-garden-piece/img-0.jpg
cozy-garden,cmtunddvi01lom53jati5qcwa,http://thecozygarden.com/cdn/shop/files/GWDBHF45136825.jpg?v=1781134105,1,gallery,DOWNLOADED,image/jpeg,75664,research-assets/cozy-garden/green-jute-garden-piece/img-1.jpg
cozy-garden,cmtunddvi01lom53jati5qcwa,https://thecozygarden.com/cdn/shop/files/GWDBHF45136825.jpg?v=1781134105&width=3840,2,gallery,DOWNLOADED,image/jpeg,75664,research-assets/cozy-garden/green-jute-garden-piece/img-2.jpg
cozy-garden,cmtunddvi01lom53jati5qcwa,https://thecozygarden.com/cdn/shop/files/GWDBHF45136825_73669610.jpg?v=1781134106&width=3840,3,gallery,VALIDATED,image/jpeg,240017,
cozy-garden,cmtunddvi01lom53jati5qcwa,https://thecozygarden.com/cdn/shop/files/GWDBHF45136825_73669611.jpg?v=1781134105&width=3840,4,gallery,VALIDATED,image/jpeg,78416,
cozy-garden,cmtunddvi01lom53jati5qcwa,https://thecozygarden.com/cdn/shop/files/GWDBHF45136825.jpg?v=1781134105&width=832,5,gallery,VALIDATED,image/jpeg,67847,
cozy-garden,cmtunddvi01lom53jati5qcwa,https://thecozygarden.com/cdn/shop/files/GWDBHF45136825_73669610.jpg?v=1781134106&width=832,6,gallery,VALIDATED,image/jpeg,209895,
cozy-garden,cmtunddvi01lom53jati5qcwa,https://thecozygarden.com/cdn/shop/files/GWDBHF45136825_73669611.jpg?v=1781134105&width=832,7,gallery,VALIDATED,image/jpeg,63831,
cozy-garden,cmtundo5j01nxm53jg9wrodzj,https://thecozygarden.com/cdn/shop/files/EHWRDSWB239858147.jpg?v=1781134165&width=1920,0,primary,DOWNLOADED,image/jpeg,96435,research-assets/cozy-garden/red-iron-garden-ornament/img-0.jpg
cozy-garden,cmtundo5j01nxm53jg9wrodzj,http://thecozygarden.com/cdn/shop/files/EHWRDSWB239858147.jpg?v=1781134165,1,gallery,DOWNLOADED,image/jpeg,96435,research-assets/cozy-garden/red-iron-garden-ornament/img-1.jpg
cozy-garden,cmtundo5j01nxm53jg9wrodzj,https://thecozygarden.com/cdn/shop/files/EHWRDSWB239858147.jpg?v=1781134165&width=3840,2,gallery,DOWNLOADED,image/jpeg,96435,research-assets/cozy-garden/red-iron-garden-ornament/img-2.jpg
cozy-garden,cmtundo5j01nxm53jg9wrodzj,https://thecozygarden.com/cdn/shop/files/EHWRDSWB239858147_73669482.jpg?v=1781134165&width=3840,3,gallery,VALIDATED,image/jpeg,157869,
cozy-garden,cmtundo5j01nxm53jg9wrodzj,https://thecozygarden.com/cdn/shop/files/EHWRDSWB239858147_73669483.jpg?v=1781134165&width=3840,4,gallery,VALIDATED,image/jpeg,134241,
cozy-garden,cmtundo5j01nxm53jg9wrodzj,https://thecozygarden.com/cdn/shop/files/EHWRDSWB239858147.jpg?v=1781134165&width=832,5,gallery,VALIDATED,image/jpeg,78062,
cozy-garden,cmtundo5j01nxm53jg9wrodzj,https://thecozygarden.com/cdn/shop/files/EHWRDSWB239858147_73669482.jpg?v=1781134165&width=832,6,gallery,VALIDATED,image/jpeg,139805,
cozy-garden,cmtundo5j01nxm53jg9wrodzj,https://thecozygarden.com/cdn/shop/files/EHWRDSWB239858147_73669483.jpg?v=1781134165&width=832,7,gallery,VALIDATED,image/jpeg,119903,
viridian-bay,cmtunev0c01vcm53jjhd62oej,https://viridianbay.com/cdn/shop/products/vb34847_8e000075-089d-4a1b-97c5-c5611b493801.jpg?v=1704924709&width=1920,0,primary,DOWNLOADED,image/jpeg,112000,research-assets/viridian-bay/aluminium-shade-outdoor-piece-74/img-0.jpg
viridian-bay,cmtunev0c01vcm53jjhd62oej,http://viridianbay.com/cdn/shop/products/vb34847_8e000075-089d-4a1b-97c5-c5611b493801.jpg?v=1704924709&width=2048,1,gallery,DOWNLOADED,image/jpeg,112000,research-assets/viridian-bay/aluminium-shade-outdoor-piece-74/img-1.jpg
viridian-bay,cmtunev0c01vcm53jjhd62oej,https://viridianbay.com/cdn/shop/products/vb34847_8e000075-089d-4a1b-97c5-c5611b493801.jpg?v=1704924709&width=1000,2,gallery,DOWNLOADED,image/jpeg,107670,research-assets/viridian-bay/aluminium-shade-outdoor-piece-74/img-2.jpg
viridian-bay,cmtunev0c01vcm53jjhd62oej,https://viridianbay.com/cdn/shop/files/VB34847-edit-flowers.jpg?v=1729886356&width=1000,3,gallery,VALIDATED,image/jpeg,241788,
viridian-bay,cmtunev0c01vcm53jjhd62oej,https://viridianbay.com/cdn/shop/products/vb34847e_e4c4be81-bc75-4a0c-b7fd-4975b40d2618.jpg?v=1704924709&width=1000,4,gallery,VALIDATED,image/jpeg,89345,
viridian-bay,cmtunev0c01vcm53jjhd62oej,https://viridianbay.com/cdn/shop/products/VB34847-top-view_4be91df1-b175-4cc7-9b83-6eaccf40e500.jpg?v=1704924709&width=1000,5,gallery,VALIDATED,image/jpeg,234299,
viridian-bay,cmtunev0c01vcm53jjhd62oej,https://viridianbay.com/cdn/shop/products/vb34847a_8d219667-2e4b-4d45-b15b-c45bb8ef564d.jpg?v=1704924709&width=1000,6,gallery,VALIDATED,image/jpeg,272866,
viridian-bay,cmtunev0c01vcm53jjhd62oej,https://viridianbay.com/cdn/shop/products/vb34847f_8541de47-3771-40cb-8c9a-e9d2241d3005.jpg?v=1704924709&width=1000,7,gallery,VALIDATED,image/jpeg,235420,
viridian-bay,cmtunftfr026gm50h9jvbnstb,https://viridianbay.com/cdn/shop/products/VB35036_1_b321a583-0583-4812-8a81-6e78a14d97cf.jpg?v=1707932180&width=1920,0,primary,DOWNLOADED,image/jpeg,49984,research-assets/viridian-bay/aluminium-basin-planter-75/img-0.jpg
viridian-bay,cmtunftfr026gm50h9jvbnstb,http://viridianbay.com/cdn/shop/products/VB35036_1_b321a583-0583-4812-8a81-6e78a14d97cf.jpg?v=1707932180&width=2048,1,gallery,DOWNLOADED,image/jpeg,49984,research-assets/viridian-bay/aluminium-basin-planter-75/img-1.jpg
viridian-bay,cmtunftfr026gm50h9jvbnstb,https://viridianbay.com/cdn/shop/products/VB35036_1_b321a583-0583-4812-8a81-6e78a14d97cf.jpg?v=1707932180&width=1000,2,gallery,DOWNLOADED,image/jpeg,48255,research-assets/viridian-bay/aluminium-basin-planter-75/img-2.jpg
viridian-bay,cmtunftfr026gm50h9jvbnstb,https://viridianbay.com/cdn/shop/products/VB35036_f_121f563a-ff52-4fc4-be0c-bf5830e4d674.jpg?v=1707932180&width=1000,3,gallery,VALIDATED,image/jpeg,199156,
viridian-bay,cmtunftfr026gm50h9jvbnstb,https://viridianbay.com/cdn/shop/products/vb35036.jpg?v=1707932180&width=1000,4,gallery,VALIDATED,image/jpeg,196616,
viridian-bay,cmtunftfr026gm50h9jvbnstb,https://viridianbay.com/cdn/shop/products/vb35036-scale.jpg?v=1707932180&width=1000,5,gallery,VALIDATED,image/jpeg,222058,
viridian-bay,cmtunftfr026gm50h9jvbnstb,https://viridianbay.com/cdn/shop/products/VB35036_4_c04f14a8-b82c-4a48-9ac4-8ece154fd6b0.jpg?v=1707932180&width=1000,6,gallery,VALIDATED,image/jpeg,28757,
viridian-bay,cmtunftfr026gm50h9jvbnstb,https://viridianbay.com/cdn/shop/products/VB35036_8_46b5ef7a-ca45-4a6b-aeea-aa6de9daf581.jpg?v=1707932180&width=1000,7,gallery,VALIDATED,image/jpeg,51431,
viridian-bay,cmtunftfr026gm50h9jvbnstb,https://viridianbay.com/cdn/shop/products/vb35036-scale2.jpg?v=1707932180&width=1000,8,gallery,REJECTED,,,
viridian-bay,cmtung1jd0287m50hvcaqwojk,https://viridianbay.com/cdn/shop/products/VB35035_c_9a0be44e-e0f1-4336-b8ac-11938bb6fecb.jpg?v=1711756225&width=1920,0,primary,DOWNLOADED,image/jpeg,132264,research-assets/viridian-bay/aluminium-garden-planter/img-0.jpg
viridian-bay,cmtung1jd0287m50hvcaqwojk,https://cdn.shopify.com/s/files/1/1141/9284/products/VB35035_c_9a0be44e-e0f1-4336-b8ac-11938bb6fecb.jpg?v=1711756225,1,gallery,DOWNLOADED,image/jpeg,132264,research-assets/viridian-bay/aluminium-garden-planter/img-1.jpg
viridian-bay,cmtung1jd0287m50hvcaqwojk,http://viridianbay.com/cdn/shop/products/VB35035_c_9a0be44e-e0f1-4336-b8ac-11938bb6fecb.jpg?v=1711756225&width=2048,2,gallery,DOWNLOADED,image/jpeg,132264,research-assets/viridian-bay/aluminium-garden-planter/img-2.jpg
viridian-bay,cmtung1jd0287m50hvcaqwojk,https://viridianbay.com/cdn/shop/products/VB35035_c_9a0be44e-e0f1-4336-b8ac-11938bb6fecb.jpg?v=1711756225&width=1000,3,gallery,VALIDATED,image/jpeg,130486,
viridian-bay,cmtung1jd0287m50hvcaqwojk,https://viridianbay.com/cdn/shop/products/VB35035_4_9793e5b7-ce4e-4e72-9449-303ded4151a0.jpg?v=1711756225&width=1000,4,gallery,VALIDATED,image/jpeg,15416,
viridian-bay,cmtung1jd0287m50hvcaqwojk,https://viridianbay.com/cdn/shop/products/VB35035_3_0cdc2063-e176-4d15-bcfb-09939a0dc4d0.jpg?v=1711756225&width=1000,5,gallery,VALIDATED,image/jpeg,129894,
viridian-bay,cmtung1jd0287m50hvcaqwojk,https://viridianbay.com/cdn/shop/products/VB35035_e_ab6d83df-a077-4909-9f6f-28e9f111cc0b.jpg?v=1704923689&width=1000,6,gallery,VALIDATED,image/jpeg,185531,
viridian-bay,cmtung2op028gm50hii8bko18,https://viridianbay.com/cdn/shop/products/VB35037_1_d4851046-ccd1-4e4c-b473-4d2c6ac23511.jpg?v=1704923876&width=1920,0,primary,DOWNLOADED,image/jpeg,50546,research-assets/viridian-bay/aluminium-garden-accessory/img-0.jpg
viridian-bay,cmtung2op028gm50hii8bko18,https://cdn.shopify.com/s/files/1/1141/9284/products/VB35037_1_d4851046-ccd1-4e4c-b473-4d2c6ac23511.jpg?v=1704923876,1,gallery,DOWNLOADED,image/jpeg,50546,research-assets/viridian-bay/aluminium-garden-accessory/img-1.jpg
viridian-bay,cmtung2op028gm50hii8bko18,http://viridianbay.com/cdn/shop/products/VB35037_1_d4851046-ccd1-4e4c-b473-4d2c6ac23511.jpg?v=1704923876&width=2048,2,gallery,DOWNLOADED,image/jpeg,50546,research-assets/viridian-bay/aluminium-garden-accessory/img-2.jpg
viridian-bay,cmtung2op028gm50hii8bko18,https://viridianbay.com/cdn/shop/products/VB35037_1_d4851046-ccd1-4e4c-b473-4d2c6ac23511.jpg?v=1704923876&width=1000,3,gallery,VALIDATED,image/jpeg,48248,
viridian-bay,cmtung2op028gm50hii8bko18,https://viridianbay.com/cdn/shop/products/VB35037_a_dadf1ce5-d583-4936-b864-3c53028517e9.jpg?v=1704923876&width=1000,4,gallery,VALIDATED,image/jpeg,113871,
viridian-bay,cmtung2op028gm50hii8bko18,https://viridianbay.com/cdn/shop/products/VB35037_9_f4001646-31a2-48cb-9573-12c924a0e261.jpg?v=1704923876&width=1000,5,gallery,VALIDATED,image/jpeg,102511,
viridian-bay,cmtung2op028gm50hii8bko18,https://viridianbay.com/cdn/shop/files/VB35037_indoors.jpg?v=1776974975&width=1000,6,gallery,VALIDATED,image/jpeg,73325,
viridian-bay,cmtung7bo029gm50hwpabm1r8,https://viridianbay.com/cdn/shop/products/VB35044_6_dd8c6f1e-a067-4b10-871e-63128fd056d8.jpg?v=1704923094&width=1920,0,primary,DOWNLOADED,image/jpeg,125575,research-assets/viridian-bay/aluminium-echo-decorative-accent/img-0.jpg
viridian-bay,cmtung7bo029gm50hwpabm1r8,http://viridianbay.com/cdn/shop/products/VB35044_6_dd8c6f1e-a067-4b10-871e-63128fd056d8.jpg?v=1704923094&width=2048,1,gallery,DOWNLOADED,image/jpeg,125575,research-assets/viridian-bay/aluminium-echo-decorative-accent/img-1.jpg
viridian-bay,cmtung7bo029gm50hwpabm1r8,https://viridianbay.com/cdn/shop/products/VB35044_6_dd8c6f1e-a067-4b10-871e-63128fd056d8.jpg?v=1704923094&width=1000,2,gallery,DOWNLOADED,image/jpeg,121304,research-assets/viridian-bay/aluminium-echo-decorative-accent/img-2.jpg
viridian-bay,cmtung7bo029gm50hwpabm1r8,https://viridianbay.com/cdn/shop/files/VB35044.jpg?v=1710878612&width=1000,3,gallery,VALIDATED,image/jpeg,279383,
viridian-bay,cmtung7bo029gm50hwpabm1r8,https://viridianbay.com/cdn/shop/products/VB35044_1_280409c2-8c03-455d-add9-62de0f74698c.jpg?v=1710878612&width=1000,4,gallery,VALIDATED,image/jpeg,108474,
